"Year","est","se","CV","lo","hi","relF","est.adj","lo.adj","hi.adj","relF.adj"
1980,0.361889465750956,1.15456764881819,0.144471390064902,0.27304623732802,0.479640322837266,1.16311162019876,0.414270066281541,0.312567492400144,0.549064416453158,1.33146270779864
1981,0.252638668088982,1.14995001039842,0.140403123322413,0.192119409849595,0.332222010590928,0.811979895452528,0.289206091029264,0.219927155069868,0.38030848469738,0.92950747933593
1982,0.445371013529556,1.15525770015434,0.145078244943375,0.335639925883388,0.590976592460752,1.43142105576627,0.509834899205763,0.384221115842401,0.676515719023545,1.63860778433703
1983,0.535229388733355,1.17667554402899,0.163775670353125,0.389094696618488,0.736248787386504,1.72022559489492,0.612699554230696,0.445413036335421,0.842814900172334,1.96921446646016
1984,0.701621320321518,1.15605597356729,0.145779919732395,0.528039578839143,0.932264354524213,2.25500874680544,0.803175384702034,0.604469076962599,1.06720215007984,2.58140319466339
1985,0.819443817049889,1.20225279898965,0.185770616245804,0.571123857107037,1.17573125504271,2.63368988575826,0.938051743779888,0.653789459297287,1.34590893367152,3.01489539429959
1986,0.441329367530957,1.15343807406183,0.14347738851043,0.333623217049381,0.583807123400665,1.41843121806556,0.505208257332528,0.381912504563537,0.668308526762332,1.62373777171013
1987,0.530817122418479,1.13947480797728,0.131125916971259,0.410965815721225,0.685621058184968,1.70604458464751,0.607648647719996,0.470449824686088,0.784859212823208,1.95298086860469
1988,0.521583441947818,1.15299128949579,0.143084016550273,0.394590850584123,0.689446515324448,1.67636756426135,0.597078465986008,0.451704714549686,0.789238374232179,1.91900833730455
1989,0.366461284284085,1.16952991598736,0.157566942544692,0.269605241669819,0.498112989374324,1.17780543078064,0.419503618915675,0.308628440191373,0.570210853459341,1.34828332972819
1990,0.429632567493474,1.21654550467586,0.197913271754479,0.292582723710371,0.630878476726996,1.38083773903321,0.491818439210149,0.334931728650377,0.722193081323754,1.58070293780534
1991,0.406632383921156,1.14335544950525,0.134570655391905,0.312729446754731,0.528731455797585,1.30691522038748,0.465489163354551,0.357994528429927,0.605261097567116,1.49608072688932
1992,0.458249406863106,1.1402532458647,0.131817668640874,0.354308346132708,0.592682958734862,1.47281217198641,0.524577336786306,0.40559164034222,0.678469068143585,1.685989932984
1993,0.500115242177629,1.16903687753873,0.157137483119836,0.368238539675327,0.679220745549645,1.60736883680284,0.572502916312887,0.421538117784553,0.777532506216383,1.84002259689826
1994,0.588054320792609,1.18305178482839,0.169291848408669,0.422992546351258,0.817527134191376,1.89000476264945,0.673170471946121,0.484217328210722,0.935857636435013,2.16356780839274
1995,0.397954061316868,1.20793236276341,0.190608114969445,0.274809895367733,0.576279957847487,1.2790231184609,0.455554723088293,0.314586425809807,0.659691864306695,1.46415146669414
1996,0.288378315900089,1.1897662555129,0.175076643331331,0.205144789423684,0.405382234250258,0.926847012638849,0.330118766497346,0.234837853971542,0.464058064535607,1.06100069136298
1997,0.355651067450125,1.23417129361205,0.212749841567346,0.235467809541277,0.537176109230508,1.14306142741388,0.407128709811788,0.269549888288166,0.614928046921727,1.30851041026018
1998,0.295311584424537,1.1809556300654,0.167480906177142,0.213159781591742,0.409124700936119,0.94913051616667,0.33805557008794,0.244012952035857,0.468342223287758,1.08650955348003
1999,0.233265206835764,1.20978584809667,0.192183259660392,0.1605995353827,0.338809552533695,0.749713651088855,0.267028476489369,0.183845031326668,0.387849520553728,0.858228695008472
2000,0.192347652057361,1.1736493312133,0.161149750602704,0.140538144967595,0.263256778154504,0.618204756973567,0.220188433508419,0.16087991539073,0.301361087449236,0.70768494218411
2001,0.231973941988083,1.18430032935618,0.170369368996361,0.166516250152805,0.323163112982124,0.745563529874424,0.265550311401236,0.19061814315211,0.369938384244056,0.853477877001069
2002,0.268558115758376,1.20878211789904,0.191330475808171,0.185199203585894,0.389437212165112,0.863144950873513,0.307429751194338,0.212005304397601,0.445805128263016,0.988078266569446
2003,0.251484962708364,1.21314243720465,0.195031402851004,0.172205859844571,0.367262104352957,0.808271889938475,0.287885396038859,0.1971312782588,0.420420351272951,0.925262769734086
2004,0.242937360431334,1.24198076755005,0.219276829041734,0.158866581865346,0.371497645385028,0.780799922738155,0.278100596819833,0.181861246672956,0.425268952932171,0.893814455400469
2005,0.158514009397053,1.21045964916524,0.192755447135366,0.109015441421271,0.23048745065418,0.509463534428731,0.181457642164861,0.124794553081523,0.263848662357252,0.583204298964209
2006,0.165129785762315,1.23296921190421,0.211742666615305,0.109537372257573,0.248936464184926,0.53072661914192,0.189030999150133,0.125392029224411,0.28496802277398,0.607545044819311
2007,0.111135357926132,1.24895539714322,0.225082654390043,0.0718825952921648,0.171822785907617,0.357188695588582,0.127221310514646,0.0822870250019032,0.196692757438849,0.408888897303052
2008,0.139578729326913,1.26491245530842,0.238285145692668,0.088061158965377,0.221235126921,0.448605603028058,0.15978163202337,0.100807306136182,0.253257138897876,0.513537669617047
2009,0.136470539858367,1.2728965481215,0.244850276188748,0.0850448835028997,0.218992695176061,0.43861589171899,0.156223557033599,0.0973544489683977,0.250690133125325,0.502102027638485
2010,0.135480147048744,1.29917441740533,0.266275873236008,0.0811131992950333,0.226287095119835,0.435432772301454,0.155089812800299,0.0928536849740355,0.259040339014631,0.498458177189983
2011,0.066718808300598,1.24967818847696,0.225683077526959,0.0431049667759388,0.103268827562041,0.214434042889887,0.0763758212181149,0.0493440653385048,0.118216162910873,0.245471652446898
2012,0.0691902358846373,1.23075160658774,0.209882854404547,0.0460589520455288,0.103938290585499,0.22237720347764,0.0792049681426473,0.0527256163070812,0.118982525342909,0.254564521885208
2013,0.065849199875615,1.24500156691741,0.221794086631934,0.042856917372851,0.101176598553155,0.211639124109863,0.0753803439413472,0.0490601127718142,0.115821100516922,0.242272191567733
2014,0.0497087218702434,1.2468131289947,0.223301706471748,0.0322600746490216,0.0765948949857174,0.15976367787477,0.0569036610701676,0.0369294619708403,0.0876813923188285,0.182888190141768
2015,0.0484014985869935,1.24991331213787,0.225878344958672,0.0312591889890903,0.0749445248334612,0.15556226629793,0.0554072276907848,0.0357837061312234,0.0857921443106127,0.178078657902962
2016,0.035446620793841,1.25783425148775,0.232442405485174,0.0226108313472511,0.0555690724682316,0.113925329261913,0.0405772351379431,0.0258835680156344,0.0636122504611955,0.130415107846654
2017,0.0338028332685362,1.26016686216578,0.234370238352621,0.0214841280565804,0.0531849155791306,0.108642201255265,0.0386955225391868,0.0245937834513415,0.0608830059654379,0.124367289392071
2018,0.0309627157811702,1.24449185447516,0.221369627699778,0.0201677771108684,0.0475357181545252,0.0995140724620427,0.0354443208019464,0.0230869012534906,0.0544161324777766,0.113917937095099
2019,0.0435099198692951,1.23997521963093,0.217603304207221,0.0285431668299169,0.0663245651161685,0.139840747474867,0.0498076321474406,0.0326745615266186,0.0759245144916101,0.160081575198823
2020,0.0384133347368522,1.25008096201637,0.226017561261076,0.0248020024070018,0.059494562632124,0.123460338670826,0.0439733571534301,0.0283918935295409,0.0681059238733483,0.14133023346831
2021,0.0526215616154952,1.25238525227319,0.227929784378229,0.0338532899076593,0.0817949674730687,0.169125535779224,0.060238111029436,0.0387532823725394,0.0936341336331787,0.193605101966069
