"Parameter","est","CV","lo","hi","BRP.ratio","est.adj","lo.adj","hi.adj","BRP.ratio.adj"
"F",0.0335029213996677,0.208775250245896,0.0223493505331417,0.0502227454282328,0.0774290950928944,0.0324844517701247,0.0216699430723272,0.0486960027206122,0.0750752949315778
"SSB",33959.1346886859,0.170498869893986,24370.5956437701,47320.256166948,1.76246046113629,34752.1263525941,24939.6819696483,48425.248064368,1.803616293476
"Rect",44497.0278343366,0.306605497957769,24727.9225971475,80070.8380702443,NA,48746.2710814616,27089.3153288722,87717.2019853431,NA
