"Year","est","se","CV","lo","hi","relSSB","est.adj","lo.adj","hi.adj","relSSB.adj"
1997,15889.424428096,1.10197315798045,0.0973316944342524,13135.7384706566,19220.3741891,0.834040504307139,14660.583464829,12119.8594129505,17733.9274496496,0.769538285151593
1998,16613.8353497986,1.09515426290726,0.0910832990796182,13902.7188336771,19853.6364240931,0.872065044037732,15328.9705941749,12827.5237892677,18318.2150614037,0.804622119745774
1999,18406.3479808511,1.09968254812943,0.0952364391784343,15278.6556226149,22174.3099890748,0.966154552789002,16982.8556142539,14097.0497074553,20459.4146151067,0.891435024923991
2000,25233.9221127738,1.10246534570033,0.0977814197140334,20842.5565236016,30550.5144953065,1.32453590246924,23282.4054108071,19230.6550131779,28187.8283054698,1.22210022384301
2001,25950.6725045659,1.10062156901943,0.0960958271576974,21505.0075013485,31315.3763558093,1.36215833875935,23943.7244529076,19841.8739968841,28893.5380179713,1.25681305248432
2002,20302.2576055784,1.10173534542604,0.0971143371574476,16790.9154875982,24547.8969974986,1.06567139977638,18732.1412111531,15492.3558792696,22649.4354434572,0.983255534094558
2003,14230.2649873309,1.103308269492,0.0985512241287597,11736.2311193134,17254.2990633863,0.746950743254822,13129.7384947754,10828.5858097526,15919.902743526,0.689183787943887
2004,12566.3009296672,1.11302169329396,0.107386233223292,10187.3685432751,15500.7564891913,0.659608786465703,11594.4604826457,9399.50767200663,14301.9739516776,0.608596599069746
2005,11533.9461931382,1.11839593739673,0.112246624711079,9262.58769689622,14362.2839685269,0.605420186433342,10641.9449998675,8546.24663373768,13251.547519484,0.558598784661067
2006,12614.0855356539,1.11003515888875,0.104676741617395,10280.1015412142,15477.9749268896,0.662117014315968,11638.5495689163,9485.06897489598,14280.9542478428,0.610910848016523
2007,15232.2669932938,1.10347994640756,0.0987079474507195,12558.7892113967,18474.8667924481,0.799546119641923,14054.2486371548,11587.5296983893,17046.0753841628,0.737711593899133
2008,20126.996694945,1.10392505862459,0.0991141922460634,16581.3131725629,24430.875392224,1.05647190366174,18570.4344595908,15298.9635856782,22541.4639420928,0.974767499727218
2009,23634.5118950252,1.14853208892361,0.139151308141519,18016.4102282425,31004.5200702882,1.24058239549096,21806.6888360556,16623.0744910247,28606.7224356906,1.1446394321202
2010,26295.4246983247,1.16839091963508,0.156574613694014,19382.5005258884,35673.8986872062,1.38025448156457,24261.8145344053,17883.515416356,32914.9851579808,1.27350969327127
2011,29283.9747824181,1.17985636386922,0.166530246822793,21176.174058301,40496.0394024122,1.53712434368978,27019.2390179001,19538.4715571267,37364.1958109119,1.41824770547619
2012,26477.78523014,1.18236837081129,0.168701687248315,19067.281593896,36768.3829098037,1.38982663885757,24430.0718435021,17592.6745817441,33924.8252166274,1.28234156830661
2013,23843.7687945291,1.18477383458501,0.170777792189655,17102.2032498253,33242.8110005516,1.25156635093766,21999.7624275284,15779.5695691273,30671.9105833287,1.15477392102689
2014,30474.1111463108,1.18539301727595,0.171311686173857,21835.5166735991,42530.3171910076,1.59959494718,28117.3337649021,20146.8225699176,39241.1485882331,1.47588701775657
2015,35146.2064769096,1.17770672311946,0.164669281880845,25506.3427935559,48429.3589134089,1.84483458838521,32428.1030982937,23533.7578840339,44683.9759181426,1.70216055239866
2016,43867.3332078159,1.17415115759766,0.161585552781247,32024.6715189971,60089.3883212517,2.30260906408679,40474.7637513834,29547.9783967383,55442.2532308044,2.12453210773483
2017,46479.2017120963,1.17781590270144,0.16476386142381,33724.8082595908,64057.1823319226,2.43970680065692,42884.6380913535,31116.6316037748,59103.189819661,2.25102711193847
2018,43084.7473905187,1.18363817350616,0.169798020164977,30961.1454936056,59955.6453131937,2.2615309071859,39752.7008003435,28566.7023201361,55318.8535103586,2.08663081366643
2019,29540.2050066684,1.18750242065172,0.173128974451047,21092.7189498897,41370.8500032217,1.55057394259876,27255.6531564885,19461.4706193037,38171.351154211,1.43065715229195
2020,22123.5436662663,1.20359569971506,0.186915901037972,15385.6397984809,31812.2087065576,1.16127123420825,20412.5744091506,14195.7600444343,29351.9468281288,1.07146196084429
2021,18809.0928599039,1.19691197574776,0.181206515489725,13224.179202751,26752.6603192801,0.9872947484929,17354.4533987492,12201.4604011064,24683.6889084233,0.910940300585947
